==38944== NVPROF is profiling process 38944, command: ./conv2b
==38944== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==38944== Profiling application: ./conv2b
==38944== Profiling result:
==38944== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"TITAN V (0)","convolution(int)",16,"l2_tex_write_transactions","L2 Transactions (Texture Writes)",0,0,0
"TITAN V (0)","convolution(int)",16,"flop_count_hp","Floating Point Operations(Half Precision)",0,0,0
"TITAN V (0)","convolution(int)",16,"flop_count_hp_add","Floating Point Operations(Half Precision Add)",0,0,0
"TITAN V (0)","convolution(int)",16,"flop_count_hp_mul","Floating Point Operation(Half Precision Mul)",0,0,0
"TITAN V (0)","convolution(int)",16,"flop_count_hp_fma","Floating Point Operations(Half Precision FMA)",0,0,0
"TITAN V (0)","convolution(int)",16,"inst_fp_16","HP Instructions(Half)",0,0,0
"TITAN V (0)","convolution(int)",16,"ipc","Executed IPC",0.405611,0.487836,0.431591
"TITAN V (0)","convolution(int)",16,"issued_ipc","Issued IPC",0.416448,0.422757,0.419315
"TITAN V (0)","convolution(int)",16,"issue_slot_utilization","Issue Slot Utilization",10.411210%,10.568936%,10.482879%
"TITAN V (0)","convolution(int)",16,"sm_efficiency","Multiprocessor Activity",99.886193%,99.951797%,99.912992%
"TITAN V (0)","convolution(int)",16,"achieved_occupancy","Achieved Occupancy",0.837046,0.837448,0.837237
"TITAN V (0)","convolution(int)",16,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",0.646444,0.654283,0.650469
"TITAN V (0)","convolution(int)",16,"shared_utilization","Shared Memory Utilization","Low (1)","Low (1)","Low (1)"
"TITAN V (0)","convolution(int)",16,"l2_utilization","L2 Cache Utilization","Low (1)","Low (2)","Low (1)"
"TITAN V (0)","convolution(int)",16,"tex_utilization","Unified Cache Utilization","Low (2)","Low (2)","Low (2)"
"TITAN V (0)","convolution(int)",16,"ldst_fu_utilization","Load/Store Function Unit Utilization","Low (2)","Low (2)","Low (2)"
"TITAN V (0)","convolution(int)",16,"cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN V (0)","convolution(int)",16,"tex_fu_utilization","Texture Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"TITAN V (0)","convolution(int)",16,"special_fu_utilization","Special Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"TITAN V (0)","convolution(int)",16,"half_precision_fu_utilization","Half-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"TITAN V (0)","convolution(int)",16,"single_precision_fu_utilization","Single-Precision Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN V (0)","convolution(int)",16,"double_precision_fu_utilization","Double-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"TITAN V (0)","convolution(int)",16,"flop_hp_efficiency","FLOP Efficiency(Peak Half)",0.000000%,0.000000%,0.000000%
"TITAN V (0)","convolution(int)",16,"flop_sp_efficiency","FLOP Efficiency(Peak Single)",0.109753%,0.920960%,0.765619%
"TITAN V (0)","convolution(int)",16,"flop_dp_efficiency","FLOP Efficiency(Peak Double)",0.000000%,0.000000%,0.000000%
"TITAN V (0)","convolution(int)",16,"sysmem_read_utilization","System Memory Read Utilization","Idle (0)","Idle (0)","Idle (0)"
"TITAN V (0)","convolution(int)",16,"sysmem_write_utilization","System Memory Write Utilization","Low (1)","Low (1)","Low (1)"
"TITAN V (0)","convolution(int)",16,"stall_sleeping","Issue Stall Reasons (Sleeping)",0.000000%,0.000000%,0.000000%
"TITAN V (0)","convolution(int)",16,"pcie_total_data_transmitted","PCIe Total Data Transmitted",3072,80384,20224
"TITAN V (0)","convolution(int)",16,"pcie_total_data_received","PCIe Total Data Received",0,195072,28864
"TITAN V (0)","convolution(int)",16,"inst_executed_global_loads","Warp level instructions for global loads",28901376,28901376,28901376
"TITAN V (0)","convolution(int)",16,"inst_executed_local_loads","Warp level instructions for local loads",0,0,0
"TITAN V (0)","convolution(int)",16,"inst_executed_shared_loads","Warp level instructions for shared loads",274563072,274563072,274563072
"TITAN V (0)","convolution(int)",16,"inst_executed_surface_loads","Warp level instructions for surface loads",0,0,0
"TITAN V (0)","convolution(int)",16,"inst_executed_global_stores","Warp level instructions for global stores",0,0,0
"TITAN V (0)","convolution(int)",16,"inst_executed_local_stores","Warp level instructions for local stores",0,0,0
"TITAN V (0)","convolution(int)",16,"inst_executed_shared_stores","Warp level instructions for shared stores",142901248,142901248,142901248
"TITAN V (0)","convolution(int)",16,"inst_executed_surface_stores","Warp level instructions for surface stores",0,0,0
"TITAN V (0)","convolution(int)",16,"inst_executed_global_atomics","Warp level instructions for global atom and atom cas",0,0,0
"TITAN V (0)","convolution(int)",16,"inst_executed_global_reductions","Warp level instructions for global reductions",14450688,14450688,14450688
"TITAN V (0)","convolution(int)",16,"inst_executed_surface_atomics","Warp level instructions for surface atom and atom cas",0,0,0
"TITAN V (0)","convolution(int)",16,"inst_executed_surface_reductions","Warp level instructions for surface reductions",0,0,0
"TITAN V (0)","convolution(int)",16,"inst_executed_shared_atomics","Warp level shared instructions for atom and atom CAS",130056192,130056192,130056192
"TITAN V (0)","convolution(int)",16,"inst_executed_tex_ops","Warp level instructions for texture",0,0,0
"TITAN V (0)","convolution(int)",16,"dram_read_bytes","Total bytes read from DRAM to L2 cache",9848448,10448288,10231324
"TITAN V (0)","convolution(int)",16,"dram_write_bytes","Total bytes written from L2 cache to DRAM",1919264,2606080,2348836
"TITAN V (0)","convolution(int)",16,"global_load_requests","Total number of global load requests from Multiprocessor",28901376,28901376,28901376
"TITAN V (0)","convolution(int)",16,"local_load_requests","Total number of local load requests from Multiprocessor",0,0,0
"TITAN V (0)","convolution(int)",16,"surface_load_requests","Total number of surface load requests from Multiprocessor",0,0,0
"TITAN V (0)","convolution(int)",16,"global_store_requests","Total number of global store requests from Multiprocessor",0,0,0
"TITAN V (0)","convolution(int)",16,"local_store_requests","Total number of local store requests from Multiprocessor",0,0,0
"TITAN V (0)","convolution(int)",16,"surface_store_requests","Total number of surface store requests from Multiprocessor",0,0,0
"TITAN V (0)","convolution(int)",16,"global_atomic_requests","Total number of global atomic requests from Multiprocessor",0,0,0
"TITAN V (0)","convolution(int)",16,"global_reduction_requests","Total number of global reduction requests from Multiprocessor",14450688,14450688,14450688
"TITAN V (0)","convolution(int)",16,"surface_atomic_requests","Total number of surface atomic requests from Multiprocessor",0,0,0
"TITAN V (0)","convolution(int)",16,"surface_reduction_requests","Total number of surface reduction requests from Multiprocessor",0,0,0
"TITAN V (0)","convolution(int)",16,"l2_global_load_bytes","Bytes read from L2 for misses in L1 for global loads",6131247360,6156867392,6145748386
"TITAN V (0)","convolution(int)",16,"l2_local_load_bytes","Bytes read from L2 for misses in L1 for local loads",0,0,0
"TITAN V (0)","convolution(int)",16,"l2_surface_load_bytes","Bytes read from L2 for misses in L1 for surface loads",0,0,0
"TITAN V (0)","convolution(int)",16,"l2_global_atomic_store_bytes","Bytes written to L2 from L1 for global atomics",0,0,0
"TITAN V (0)","convolution(int)",16,"l2_local_global_store_bytes","Bytes written to L2 from L1 for local and global stores.",0,0,0
"TITAN V (0)","convolution(int)",16,"l2_surface_store_bytes","Bytes read from L2 for misses in L1 for surface stores",0,0,0
"TITAN V (0)","convolution(int)",16,"sysmem_read_bytes","System Memory Read Bytes",0,0,0
"TITAN V (0)","convolution(int)",16,"sysmem_write_bytes","System Memory Write Bytes",160,160,160
"TITAN V (0)","convolution(int)",16,"l2_tex_hit_rate","L2 Cache Hit Rate",99.420221%,100.500803%,99.891022%
"TITAN V (0)","convolution(int)",16,"texture_load_requests","Total number of texture Load requests from Multiprocessor",0,0,0
"TITAN V (0)","convolution(int)",16,"tensor_precision_fu_utilization","Tensor-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
